INSERT [dbo].[Kategoria] ([Id_Kategoria],[nazwa]) VALUES (1,'PC'), (2,'laptop'), (3,'MAC')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (44,'Szczecin','Skargi','123')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (45,'Kraków','Wolnośći','202')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (46,'Katowice','Sobieskiego','112')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (47,'Warszawa','Mickiewicza','218')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (48,'Katowice','Wolnośći','147')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (49,'Łódź','Sobieskiego','95')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (50,'Katowice','Wolnośći','124')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (51,'Łódź','Solidarności','48')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (52,'Gdańsk','Kościuszki','230')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (53,'Wrocław','Piłsudzkiego','28')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (54,'Kraków','Wyszyńskiego','213')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (55,'Warszawa','Bohaterów','137')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (56,'Szczecin','Kościuszki','205')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (57,'Szczecin','Solidarności','36')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (58,'Wrocław','Sienkiewicza','11')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (59,'Warszawa','Powstanców','201')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (60,'Kraków','Sienkiewicza','168')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (61,'Olsztyn','Kościuszki','160')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (62,'Poznań','Kościuszki','197')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (63,'Katowice','Wyszyńskiego','61')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (64,'Wrocław','Kościuszki','25')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (65,'Radom','Bohaterów','65')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (66,'Warszawa','Piłsudzkiego','179')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (67,'Warszawa','Solidarności','239')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (68,'Szczecin','Wyszyńskiego','210')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (69,'Radom','Sobieskiego','140')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (70,'Kraków','Kościuszki','103')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (71,'Kraków','Wyszyńskiego','14')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (72,'Gdańsk','Wolnośći','94')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (73,'Łódź','Sobieskiego','126')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (74,'Rzeszów','Piłsudzkiego','159')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (75,'Szczecin','Solidarności','69')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (76,'Warszawa','Skargi','58')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (77,'Rzeszów','Powstanców','185')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (78,'Kraków','Mickiewicza','123')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (79,'Poznań','Mickiewicza','156')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (80,'Rzeszów','Sobieskiego','22')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (81,'Łódź','Sienkiewicza','80')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (82,'Rzeszów','Wyszyńskiego','173')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (83,'Warszawa','Bohaterów','87')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (84,'Wrocław','Wyszyńskiego','223')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (85,'Łódź','Sobieskiego','112')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (86,'Katowice','Powstanców','39')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (87,'Szczecin','Sobieskiego','201')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (88,'Katowice','Sobieskiego','109')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (89,'Poznań','Mickiewicza','172')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (90,'Szczecin','Solidarności','125')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (91,'Rzeszów','Kościuszki','242')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (92,'Radom','Skargi','18')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (93,'Katowice','Wyszyńskiego','218')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (94,'Olsztyn','Powstanców','153')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (95,'Wrocław','Bohaterów','43')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (96,'Wrocław','Bohaterów','196')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (97,'Warszawa','Kościuszki','18')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (98,'Gdańsk','Piłsudzkiego','12')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (99,'Katowice','Bohaterów','199')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (100,'Wrocław','Sienkiewicza','185')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (101,'Warszawa','Skargi','47')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (102,'Wrocław','Sienkiewicza','99')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (103,'Kielce','Wyszyńskiego','187')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (104,'Radom','Mickiewicza','58')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (105,'Katowice','Powstanców','79')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (106,'Łódź','Kościuszki','115')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (107,'Katowice','Bohaterów','38')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (108,'Wrocław','Skargi','81')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (109,'Gdańsk','Sobieskiego','46')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (110,'Kielce','Sienkiewicza','158')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (111,'Katowice','Kościuszki','147')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (112,'Kraków','Wolnośći','128')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (113,'Gdańsk','Mickiewicza','192')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (114,'Rzeszów','Powstanców','20')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (115,'Warszawa','Solidarności','97')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (116,'Wrocław','Piłsudzkiego','63')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (117,'Poznań','Sienkiewicza','115')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (118,'Radom','Wolnośći','85')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (119,'Olsztyn','Sienkiewicza','241')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (120,'Wrocław','Kościuszki','211')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (121,'Łódź','Mickiewicza','167')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (122,'Kraków','Sienkiewicza','143')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (123,'Olsztyn','Sienkiewicza','100')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (124,'Rzeszów','Wyszyńskiego','100')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (125,'Poznań','Skargi','224')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (126,'Warszawa','Bohaterów','214')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (127,'Kielce','Wolnośći','24')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (128,'Kielce','Piłsudzkiego','11')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (129,'Łódź','Powstanców','204')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (130,'Łódź','Wolnośći','120')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (131,'Szczecin','Wolnośći','156')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (132,'Kielce','Wolnośći','231')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (133,'Radom','Powstanców','139')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (134,'Rzeszów','Piłsudzkiego','11')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (135,'Wrocław','Powstanców','81')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (136,'Warszawa','Solidarności','31')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (137,'Gdańsk','Skargi','59')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (138,'Kraków','Powstanców','207')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (139,'Rzeszów','Sobieskiego','202')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (140,'Olsztyn','Powstanców','43')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (141,'Rzeszów','Kościuszki','149')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (142,'Kielce','Piłsudzkiego','51')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (143,'Rzeszów','Wyszyńskiego','234')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (144,'Kielce','Solidarności','237')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (145,'Katowice','Sienkiewicza','98')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (146,'Warszawa','Mickiewicza','66')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (147,'Poznań','Sienkiewicza','73')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (148,'Poznań','Wyszyńskiego','9')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (149,'Łódź','Kościuszki','159')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (150,'Rzeszów','Sienkiewicza','69')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (151,'Kraków','Wyszyńskiego','243')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (152,'Radom','Mickiewicza','201')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (153,'Gdańsk','Powstanców','169')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (154,'Kraków','Sobieskiego','220')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (155,'Łódź','Skargi','212')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (156,'Katowice','Wyszyńskiego','202')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (157,'Gdańsk','Solidarności','49')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (158,'Szczecin','Powstanców','207')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (159,'Wrocław','Mickiewicza','146')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (160,'Szczecin','Solidarności','203')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (161,'Szczecin','Powstanców','148')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (162,'Olsztyn','Bohaterów','220')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (163,'Kielce','Powstanców','13')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (164,'Olsztyn','Wolnośći','40')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (165,'Olsztyn','Wolnośći','209')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (166,'Radom','Skargi','85')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (167,'Łódź','Powstanców','158')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (168,'Rzeszów','Sobieskiego','120')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (169,'Warszawa','Wolnośći','218')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (170,'Kraków','Skargi','3')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (171,'Łódź','Bohaterów','63')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (172,'Wrocław','Wolnośći','74')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (173,'Katowice','Skargi','152')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (174,'Kielce','Sobieskiego','224')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (175,'Rzeszów','Bohaterów','22')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (176,'Warszawa','Powstanców','79')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (177,'Kielce','Skargi','136')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (178,'Łódź','Kościuszki','179')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (179,'Łódź','Wyszyńskiego','156')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (180,'Kraków','Wolnośći','72')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (181,'Warszawa','Bohaterów','101')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (182,'Warszawa','Kościuszki','182')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (183,'Wrocław','Solidarności','10')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (184,'Szczecin','Sienkiewicza','246')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (185,'Poznań','Piłsudzkiego','161')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (186,'Poznań','Mickiewicza','127')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (187,'Radom','Mickiewicza','154')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (188,'Szczecin','Sienkiewicza','10')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (189,'Gdańsk','Powstanców','127')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (190,'Szczecin','Solidarności','204')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (191,'Poznań','Sienkiewicza','237')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (192,'Katowice','Powstanców','121')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (193,'Gdańsk','Solidarności','121')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (194,'Radom','Sienkiewicza','58')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (195,'Katowice','Kościuszki','89')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (196,'Szczecin','Skargi','39')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (197,'Warszawa','Kościuszki','167')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (198,'Kraków','Solidarności','134')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (199,'Poznań','Kościuszki','168')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (200,'Radom','Wolnośći','97')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (201,'Łódź','Kościuszki','11')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (202,'Łódź','Bohaterów','234')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (203,'Warszawa','Kościuszki','65')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (204,'Kraków','Piłsudzkiego','88')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (205,'Warszawa','Mickiewicza','227')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (206,'Radom','Sobieskiego','176')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (207,'Poznań','Powstanców','116')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (208,'Radom','Skargi','60')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (209,'Kraków','Wolnośći','114')
INSERT [dbo].[Adres] ([Id_Adres],[miasto],[ulica],[numer_domu]) VALUES (210,'Radom','Solidarności','127')
