2018-12-22;lg432;lg;Zenon;Adamiak;122536601;1;4096;karta;Sienkiewicza;Poznan;2019-01-29
2018-12-26;lg132;lg;Zenon;Adamiak;122536601;4;18020;karta;Wyszynskiego;Wroclaw;2019-01-16
2018-12-28;lg192;lg;Adam;Babiarz;791718763;3;4455;karta;Wolnosci;Kielce;2019-01-20
2018-12-27;lg0;lg;Aleksandra;Babiarz;372362038;1;6789;karta;Wolnosci;Kielce;2019-01-18
2018-12-17;lg396;lg;Aleksandra;Babiarz;372362038;5;37930;karta;Wyszynskiego;Wroclaw;2019-01-25
2018-12-22;lg60;lg;Edward;Babiarz;864064146;3;10428;karta;Wyszynskiego;Wroclaw;2019-01-20
2018-12-13;lg168;lg;Edward;Babiarz;864064146;4;25380;karta;Sienkiewicza;Poznan;2019-01-14
2018-12-26;lg96;lg;Edward;Babiarz;864064146;1;2956;karta;Sienkiewicza;Poznan;2019-01-19
2018-12-13;lg156;lg;Edward;Babiarz;864064146;4;12396;karta;Bohaterów;Poznan;2019-01-10
2018-12-10;lg180;lg;Grazyna;Babiarz;297106913;3;17226;karta;Sienkiewicza;Poznan;2019-01-27
2018-12-13;lg168;lg;Grazyna;Babiarz;297106913;4;25380;karta;Sienkiewicza;Poznan;2019-01-15
2018-12-27;lg156;lg;Grazyna;Babiarz;297106913;4;12396;karta;Wyszynskiego;Wroclaw;2019-01-23
2018-12-16;lg372;lg;Henryk;Babiarz;691928088;5;8110;karta;Wyszynskiego;Wroclaw;2019-01-14
2018-12-25;lg396;lg;Henryk;Babiarz;691928088;3;22758;karta;Bohaterów;Poznan;2019-01-21
2018-12-30;lg252;lg;Ireneusz;Babiarz;439759819;2;7888;karta;Bohaterów;Poznan;2019-01-22
2018-12-22;lg348;lg;Ireneusz;Babiarz;439759819;1;1097;karta;Bohaterów;Poznan;2019-01-19
2018-12-28;lg96;lg;Janusz;Babiarz;597443171;4;11824;karta;Wyszynskiego;Wroclaw;2019-01-20
2018-12-28;lg168;lg;Janusz;Babiarz;597443171;1;6345;karta;Bohaterów;Poznan;2019-01-18
2018-12-21;lg300;lg;Katarzyna;Babiarz;503667145;4;13368;karta;Sienkiewicza;Katowice;2019-01-24
2018-12-11;lg192;lg;Katarzyna;Babiarz;503667145;2;2970;karta;Sienkiewicza;Katowice;2019-01-17
2018-12-28;lg36;lg;Leopold;Babiarz;599821575;1;1751;karta;Wolnosci;Kielce;2019-01-13
2018-12-16;lg324;lg;Leopold;Babiarz;599821575;2;3302;karta;Sienkiewicza;Katowice;2019-01-16
2018-12-20;lg384;lg;Marek;Babiarz;389003529;4;24196;karta;Bohaterów;Poznan;2019-01-15
2018-12-20;lg252;lg;Marek;Babiarz;389003529;1;3944;karta;Sienkiewicza;Katowice;2019-01-16
2018-12-23;lg228;lg;Norbert;Babiarz;663621792;2;15412;karta;Sienkiewicza;Poznan;2019-01-28
2018-12-13;lg360;lg;Patrycja;Babiarz;255771455;5;35895;karta;Bohaterów;Poznan;2019-01-27
2018-12-28;lg312;lg;Robert;Babiarz;231791693;4;10768;karta;Sienkiewicza;Katowice;2019-01-24
2018-12-19;lg276;lg;Robert;Babiarz;231791693;3;17649;karta;Wolnosci;Kielce;2019-01-18
2018-12-11;lg192;lg;Robert;Babiarz;231791693;2;2970;karta;Wolnosci;Kielce;2019-01-20
2018-12-27;lg336;lg;Stefan;Babiarz;798087498;4;22696;karta;Wolnosci;Kielce;2019-01-27
2018-12-16;lg348;lg;Tomasz;Babiarz;252604215;2;2194;karta;Wyszynskiego;Wroclaw;2019-01-24
2018-12-14;lg228;lg;Tomasz;Babiarz;252604215;3;23118;karta;Wolnosci;Kielce;2019-01-26
2018-12-13;lg444;lg;Zenon;Babiarz;715635214;3;9240;karta;Wolnosci;Kielce;2019-01-25
2018-12-17;lg300;lg;Adam;Baran;321986628;5;16710;karta;Bohaterów;Poznan;2019-01-12
2018-12-13;lg204;lg;Adam;Baran;321986628;1;2953;karta;Wolnosci;Kielce;2019-01-18
2018-12-26;lg48;lg;Barbara;Baran;117112484;2;7042;karta;Wolnosci;Kielce;2019-01-10
2018-12-13;lg276;lg;Cecylia;Baran;288064830;1;5883;karta;Wolnosci;Kielce;2019-01-17
2018-12-29;lg300;lg;Cecylia;Baran;288064830;2;6684;karta;Sienkiewicza;Katowice;2019-01-22
2018-12-16;lg12;lg;Cecylia;Baran;288064830;5;14415;karta;Sienkiewicza;Poznan;2019-01-20
2018-12-19;lg216;lg;Dariusz;Baran;599548318;1;1144;karta;Bohaterów;Poznan;2019-01-15
2018-12-30;lg336;lg;Dariusz;Baran;599548318;4;22696;karta;Sienkiewicza;Katowice;2019-01-28
2018-12-20;lg84;lg;Dariusz;Baran;599548318;5;30585;karta;Sienkiewicza;Katowice;2019-01-17
2018-12-15;lg456;lg;Dariusz;Baran;599548318;2;11026;karta;Sienkiewicza;Poznan;2019-01-19
2018-12-22;lg12;lg;Edward;Baran;894791917;5;14415;karta;Wolnosci;Kielce;2019-01-29
2018-12-14;lg276;lg;Edward;Baran;894791917;5;29415;karta;Wolnosci;Kielce;2019-01-27
2018-12-13;lg408;lg;Edward;Baran;894791917;1;1112;karta;Bohaterów;Poznan;2019-01-11
2018-12-27;lg372;lg;Grazyna;Baran;369943288;4;6488;karta;Sienkiewicza;Poznan;2019-01-28
2018-12-13;lg432;lg;Grazyna;Baran;369943288;3;12288;karta;Bohaterów;Poznan;2019-01-20
2018-12-21;lg228;lg;Grazyna;Baran;369943288;5;38530;karta;Wyszynskiego;Wroclaw;2019-01-17
2018-12-15;lg324;lg;Grazyna;Baran;369943288;5;8255;karta;Sienkiewicza;Poznan;2019-01-28
2018-12-29;lg420;lg;Henryk;Baran;154575909;3;15129;karta;Sienkiewicza;Katowice;2019-01-27
2018-12-16;lg24;lg;Henryk;Baran;154575909;1;5738;karta;Sienkiewicza;Poznan;2019-01-17
2018-12-27;lg192;lg;Ireneusz;Baran;164292350;3;4455;karta;Wyszynskiego;Wroclaw;2019-01-10
2018-12-30;lg456;lg;Ireneusz;Baran;164292350;1;5513;karta;Sienkiewicza;Poznan;2019-01-16
2018-12-16;lg108;lg;Janusz;Baran;732750753;1;6545;karta;Sienkiewicza;Poznan;2019-01-25
2018-12-30;lg36;lg;Katarzyna;Baran;128421394;2;3502;karta;Sienkiewicza;Katowice;2019-01-18
2018-12-29;lg168;lg;Leopold;Baran;213517662;2;12690;karta;Wyszynskiego;Wroclaw;2019-01-12
2018-12-16;lg60;lg;Marek;Baran;350601648;4;13904;karta;Bohaterów;Poznan;2019-01-24
2018-12-17;lg204;lg;Norbert;Baran;678519257;2;5906;karta;Sienkiewicza;Katowice;2019-01-20
2018-12-26;lg396;lg;Patrycja;Baran;278066217;3;22758;karta;Wolnosci;Kielce;2019-01-11
2018-12-18;lg372;lg;Patrycja;Baran;278066217;1;1622;karta;Sienkiewicza;Katowice;2019-01-12
2018-12-14;lg276;lg;Robert;Baran;178706975;2;11766;karta;Wolnosci;Kielce;2019-01-27
2018-12-29;lg12;lg;Robert;Baran;178706975;1;2883;karta;Sienkiewicza;Poznan;2019-01-30
2018-12-30;lg48;lg;Tomasz;Baran;232478320;1;3521;karta;Sienkiewicza;Katowice;2019-01-25
2018-12-10;lg24;lg;Tomasz;Baran;232478320;3;17214;karta;Wolnosci;Kielce;2019-01-30
2018-12-13;lg456;lg;Tomasz;Baran;232478320;5;27565;karta;Wyszynskiego;Wroclaw;2019-01-25
2018-12-18;lg432;lg;Tomasz;Baran;232478320;3;12288;karta;Sienkiewicza;Poznan;2019-01-30
2018-12-15;lg324;lg;Urszula;Baran;529192113;4;6604;karta;Bohaterów;Poznan;2019-01-10
2018-12-28;lg252;lg;Urszula;Baran;529192113;1;3944;karta;Sienkiewicza;Poznan;2019-01-22
2018-12-22;lg444;lg;Zenon;Baran;339806580;5;15400;karta;Wyszynskiego;Wroclaw;2019-01-30
2018-12-19;lg444;lg;Adam;Dudek;651884545;3;9240;karta;Sienkiewicza;Katowice;2019-01-25
2018-12-13;lg192;lg;Adam;Dudek;651884545;5;7425;karta;Wolnosci;Kielce;2019-01-12
2018-12-12;lg264;lg;Aleksandra;Dudek;828699452;1;4919;karta;Wolnosci;Kielce;2019-01-21
2018-12-24;lg192;lg;Barbara;Dudek;666294653;2;2970;karta;Bohaterów;Poznan;2019-01-23
2018-12-27;lg444;lg;Barbara;Dudek;666294653;1;3080;karta;Bohaterów;Poznan;2019-01-28
2018-12-10;lg120;lg;Barbara;Dudek;666294653;1;7218;karta;Sienkiewicza;Poznan;2019-01-23
2018-12-22;lg408;lg;Barbara;Dudek;666294653;5;5560;karta;Bohaterów;Poznan;2019-01-29
2018-12-19;lg144;lg;Cecylia;Dudek;198655452;4;30964;karta;Sienkiewicza;Katowice;2019-01-23
2018-12-12;lg192;lg;Edward;Dudek;215699369;4;5940;karta;Sienkiewicza;Poznan;2019-01-27
2018-12-28;lg456;lg;Edward;Dudek;215699369;5;27565;karta;Wyszynskiego;Wroclaw;2019-01-20
2018-12-13;lg48;lg;Edward;Dudek;215699369;1;3521;karta;Bohaterów;Poznan;2019-01-26
2018-12-24;lg108;lg;Edward;Dudek;215699369;2;13090;karta;Bohaterów;Poznan;2019-01-10
2018-12-14;lg432;lg;Edward;Dudek;215699369;5;20480;karta;Bohaterów;Poznan;2019-01-27
2018-12-16;lg348;lg;Franciszek;Dudek;322155202;4;4388;karta;Wolnosci;Kielce;2019-01-29
2018-12-30;lg144;lg;Henryk;Dudek;802565964;4;30964;karta;Sienkiewicza;Poznan;2019-01-17
2018-12-29;lg132;lg;Henryk;Dudek;802565964;2;9010;karta;Bohaterów;Poznan;2019-01-23
2018-12-28;lg372;lg;Janusz;Dudek;591533182;3;4866;karta;Bohaterów;Poznan;2019-01-14
2018-12-16;lg396;lg;Janusz;Dudek;591533182;2;15172;karta;Wolnosci;Kielce;2019-01-11
2018-12-26;lg288;lg;Katarzyna;Dudek;207357840;1;3054;karta;Wyszynskiego;Wroclaw;2019-01-19
2018-12-27;lg408;lg;Norbert;Dudek;224029352;4;4448;karta;Bohaterów;Poznan;2019-01-12
2018-12-14;lg132;lg;Patrycja;Dudek;407575272;1;4505;karta;Wyszynskiego;Wroclaw;2019-01-10
2018-12-20;lg48;lg;Patrycja;Dudek;407575272;4;14084;karta;Sienkiewicza;Katowice;2019-01-15
2018-12-29;lg252;lg;Patrycja;Dudek;407575272;3;11832;karta;Wyszynskiego;Wroclaw;2019-01-19
2018-12-29;lg432;lg;Robert;Dudek;119771795;3;12288;karta;Sienkiewicza;Katowice;2019-01-14
2018-12-22;lg324;lg;Robert;Dudek;119771795;4;6604;karta;Wyszynskiego;Wroclaw;2019-01-19
2018-12-16;lg168;lg;Robert;Dudek;119771795;1;6345;karta;Wyszynskiego;Wroclaw;2019-01-17
2018-12-25;lg372;lg;Robert;Dudek;119771795;3;4866;karta;Wolnosci;Kielce;2019-01-17
2018-12-10;lg312;lg;Robert;Dudek;119771795;4;10768;karta;Sienkiewicza;Poznan;2019-01-18
2018-12-15;lg12;lg;Robert;Dudek;119771795;5;14415;karta;Wolnosci;Kielce;2019-01-29
2018-12-27;lg252;lg;Stefan;Dudek;825243174;3;11832;karta;Sienkiewicza;Katowice;2019-01-21
2018-12-24;lg384;lg;Tomasz;Dudek;385513309;1;6049;karta;Sienkiewicza;Katowice;2019-01-24
2018-12-11;lg180;lg;Tomasz;Dudek;385513309;4;22968;karta;Sienkiewicza;Katowice;2019-01-10
2018-12-26;lg384;lg;Zenon;Dudek;441530390;3;18147;karta;Sienkiewicza;Katowice;2019-01-25
2018-12-28;lg120;lg;Zenon;Dudek;441530390;1;7218;karta;Wyszynskiego;Wroclaw;2019-01-15
2018-12-16;lg48;lg;Adam;Kaczmarek;499334648;3;10563;karta;Bohaterów;Poznan;2019-01-22
2018-12-11;lg276;lg;Adam;Kaczmarek;499334648;2;11766;karta;Wolnosci;Kielce;2019-01-30
2018-12-12;lg264;lg;Aleksandra;Kaczmarek;485639034;4;19676;karta;Wolnosci;Kielce;2019-01-19
2018-12-18;lg96;lg;Barbara;Kaczmarek;812123507;3;8868;karta;Wolnosci;Kielce;2019-01-30
2018-12-29;lg192;lg;Barbara;Kaczmarek;812123507;1;1485;karta;Wyszynskiego;Wroclaw;2019-01-17
2018-12-27;lg216;lg;Dariusz;Kaczmarek;322646251;5;5720;karta;Sienkiewicza;Poznan;2019-01-13
2018-12-24;lg288;lg;Dariusz;Kaczmarek;322646251;1;3054;karta;Bohaterów;Poznan;2019-01-22
2018-12-13;lg336;lg;Edward;Kaczmarek;883101224;1;5674;karta;Sienkiewicza;Poznan;2019-01-30
2018-12-19;lg60;lg;Franciszek;Kaczmarek;860317379;2;6952;karta;Bohaterów;Poznan;2019-01-10
2018-12-11;lg444;lg;Franciszek;Kaczmarek;860317379;4;12320;karta;Wolnosci;Kielce;2019-01-23
2018-12-19;lg300;lg;Henryk;Kaczmarek;472386248;1;3342;karta;Sienkiewicza;Poznan;2019-01-16
2018-12-20;lg372;lg;Ireneusz;Kaczmarek;544167903;4;6488;karta;Wyszynskiego;Wroclaw;2019-01-13
2018-12-15;lg12;lg;Ireneusz;Kaczmarek;544167903;1;2883;karta;Sienkiewicza;Poznan;2019-01-22
2018-12-20;lg156;lg;Janusz;Kaczmarek;722766070;3;9297;karta;Bohaterów;Poznan;2019-01-20
2018-12-28;lg108;lg;Leopold;Kaczmarek;882117539;2;13090;karta;Bohaterów;Poznan;2019-01-29
2018-12-27;lg156;lg;Leopold;Kaczmarek;882117539;1;3099;karta;Wyszynskiego;Wroclaw;2019-01-24
2018-12-23;lg132;lg;Marek;Kaczmarek;811920182;3;13515;karta;Wyszynskiego;Wroclaw;2019-01-25
2018-12-30;lg264;lg;Norbert;Kaczmarek;284511287;3;14757;karta;Bohaterów;Poznan;2019-01-11
2018-12-15;lg36;lg;Norbert;Kaczmarek;284511287;5;8755;karta;Sienkiewicza;Katowice;2019-01-30
2018-12-30;lg48;lg;Norbert;Kaczmarek;284511287;4;14084;karta;Bohaterów;Poznan;2019-01-20
2018-12-25;lg396;lg;Norbert;Kaczmarek;284511287;3;22758;karta;Sienkiewicza;Katowice;2019-01-30
2018-12-26;lg264;lg;Tomasz;Kaczmarek;197777110;3;14757;karta;Sienkiewicza;Poznan;2019-01-27
2018-12-24;lg192;lg;Tomasz;Kaczmarek;197777110;2;2970;karta;Wyszynskiego;Wroclaw;2019-01-10
2018-12-22;lg336;lg;Urszula;Kaczmarek;898324761;5;28370;karta;Wolnosci;Kielce;2019-01-15
2018-12-19;lg252;lg;Urszula;Kaczmarek;898324761;2;7888;karta;Sienkiewicza;Katowice;2019-01-15
2018-12-16;lg396;lg;Zenon;Kaczmarek;528938349;4;30344;karta;Bohaterów;Poznan;2019-01-18
2018-12-21;lg180;lg;Zenon;Kaczmarek;528938349;4;22968;karta;Wolnosci;Kielce;2019-01-27
2018-12-22;lg264;lg;Adam;Kowalczyk;563713496;3;14757;karta;Wyszynskiego;Wroclaw;2019-01-25
2018-12-16;lg324;lg;Adam;Kowalczyk;563713496;2;3302;karta;Sienkiewicza;Poznan;2019-01-26
2018-12-18;lg384;lg;Aleksandra;Kowalczyk;217986762;4;24196;karta;Wyszynskiego;Wroclaw;2019-01-18
2018-12-10;lg132;lg;Cecylia;Kowalczyk;796746338;4;18020;karta;Wyszynskiego;Wroclaw;2019-01-14
2018-12-11;lg120;lg;Dariusz;Kowalczyk;474827614;3;21654;karta;Bohaterów;Poznan;2019-01-16
2018-12-28;lg372;lg;Edward;Kowalczyk;784913294;1;1622;karta;Wolnosci;Kielce;2019-01-18
2018-12-23;lg324;lg;Edward;Kowalczyk;784913294;5;8255;karta;Bohaterów;Poznan;2019-01-20
2018-12-18;lg228;lg;Franciszek;Kowalczyk;316181268;4;30824;karta;Bohaterów;Poznan;2019-01-28
2018-12-30;lg252;lg;Grazyna;Kowalczyk;645351846;3;11832;karta;Sienkiewicza;Poznan;2019-01-16
2018-12-24;lg144;lg;Henryk;Kowalczyk;114590881;5;38705;karta;Bohaterów;Poznan;2019-01-30
2018-12-24;lg84;lg;Henryk;Kowalczyk;114590881;1;6117;karta;Wolnosci;Kielce;2019-01-30
2018-12-12;lg336;lg;Henryk;Kowalczyk;114590881;3;17022;karta;Wyszynskiego;Wroclaw;2019-01-11
2018-12-16;lg252;lg;Henryk;Kowalczyk;114590881;5;19720;karta;Wolnosci;Kielce;2019-01-18
2018-12-12;lg192;lg;Ireneusz;Kowalczyk;634320393;4;5940;karta;Bohaterów;Poznan;2019-01-11
2018-12-10;lg264;lg;Ireneusz;Kowalczyk;634320393;4;19676;karta;Sienkiewicza;Poznan;2019-01-30
2018-12-27;lg108;lg;Ireneusz;Kowalczyk;634320393;5;32725;karta;Wolnosci;Kielce;2019-01-23
2018-12-19;lg120;lg;Ireneusz;Kowalczyk;634320393;1;7218;karta;Sienkiewicza;Poznan;2019-01-16
2018-12-17;lg264;lg;Katarzyna;Kowalczyk;190679563;3;14757;karta;Wolnosci;Kielce;2019-01-10
2018-12-30;lg324;lg;Leopold;Kowalczyk;875100294;1;1651;karta;Sienkiewicza;Poznan;2019-01-19
2018-12-30;lg168;lg;Leopold;Kowalczyk;875100294;5;31725;karta;Wolnosci;Kielce;2019-01-20
2018-12-19;lg264;lg;Leopold;Kowalczyk;875100294;4;19676;karta;Sienkiewicza;Katowice;2019-01-23
2018-12-24;lg24;lg;Marek;Kowalczyk;687956559;1;5738;karta;Bohaterów;Poznan;2019-01-29
2018-12-26;lg36;lg;Marek;Kowalczyk;687956559;2;3502;karta;Bohaterów;Poznan;2019-01-17
2018-12-17;lg288;lg;Marek;Kowalczyk;687956559;4;12216;karta;Sienkiewicza;Katowice;2019-01-30
2018-12-23;lg84;lg;Marek;Kowalczyk;687956559;2;12234;karta;Wolnosci;Kielce;2019-01-30
2018-12-28;lg168;lg;Norbert;Kowalczyk;734915560;1;6345;karta;Wolnosci;Kielce;2019-01-24
2018-12-15;lg132;lg;Norbert;Kowalczyk;734915560;3;13515;karta;Sienkiewicza;Poznan;2019-01-25
2018-12-16;lg264;lg;Norbert;Kowalczyk;734915560;2;9838;karta;Sienkiewicza;Katowice;2019-01-12
2018-12-23;lg60;lg;Robert;Kowalczyk;338106038;2;6952;karta;Bohaterów;Poznan;2019-01-21
2018-12-30;lg60;lg;Robert;Kowalczyk;338106038;3;10428;karta;Sienkiewicza;Katowice;2019-01-30
2018-12-11;lg216;lg;Robert;Kowalczyk;338106038;1;1144;karta;Wolnosci;Kielce;2019-01-25
2018-12-19;lg24;lg;Stefan;Kowalczyk;872568181;2;11476;karta;Bohaterów;Poznan;2019-01-21
2018-12-13;lg360;lg;Stefan;Kowalczyk;872568181;1;7179;karta;Wolnosci;Kielce;2019-01-28
2018-12-28;lg432;lg;Stefan;Kowalczyk;872568181;1;4096;karta;Bohaterów;Poznan;2019-01-18
2018-12-22;lg0;lg;Stefan;Kowalczyk;872568181;1;6789;karta;Bohaterów;Poznan;2019-01-20
2018-12-23;lg456;lg;Stefan;Kowalczyk;872568181;5;27565;karta;Sienkiewicza;Katowice;2019-01-11
2018-12-30;lg372;lg;Tomasz;Kowalczyk;856752183;4;6488;karta;Wyszynskiego;Wroclaw;2019-01-11
2018-12-20;lg456;lg;Tomasz;Kowalczyk;856752183;2;11026;karta;Wyszynskiego;Wroclaw;2019-01-11
2018-12-24;lg84;lg;Tomasz;Kowalczyk;856752183;1;6117;karta;Wyszynskiego;Wroclaw;2019-01-24
2018-12-15;lg180;lg;Urszula;Kowalczyk;503899827;3;17226;karta;Bohaterów;Poznan;2019-01-27
2018-12-25;lg216;lg;Urszula;Kowalczyk;503899827;3;3432;karta;Wolnosci;Kielce;2019-01-23
2018-12-30;lg84;lg;Zenon;Kowalczyk;478499561;4;24468;karta;Bohaterów;Poznan;2019-01-29
2018-12-14;lg300;lg;Aleksandra;Krawczyk;229230797;4;13368;karta;Sienkiewicza;Katowice;2019-01-29
2018-12-19;lg108;lg;Barbara;Krawczyk;896826815;2;13090;karta;Sienkiewicza;Katowice;2019-01-18
2018-12-25;lg132;lg;Barbara;Krawczyk;896826815;5;22525;karta;Sienkiewicza;Katowice;2019-01-22
2018-12-20;lg444;lg;Barbara;Krawczyk;896826815;4;12320;karta;Wyszynskiego;Wroclaw;2019-01-18
2018-12-15;lg72;lg;Cecylia;Krawczyk;386222144;2;9582;karta;Bohaterów;Poznan;2019-01-19
2018-12-28;lg156;lg;Cecylia;Krawczyk;386222144;3;9297;karta;Wyszynskiego;Wroclaw;2019-01-13
2018-12-29;lg84;lg;Cecylia;Krawczyk;386222144;3;18351;karta;Wyszynskiego;Wroclaw;2019-01-18
2018-12-10;lg60;lg;Dariusz;Krawczyk;794442391;2;6952;karta;Wyszynskiego;Wroclaw;2019-01-15
2018-12-12;lg156;lg;Dariusz;Krawczyk;794442391;4;12396;karta;Sienkiewicza;Poznan;2019-01-16
2018-12-29;lg216;lg;Edward;Krawczyk;333425436;4;4576;karta;Wyszynskiego;Wroclaw;2019-01-16
2018-12-26;lg300;lg;Edward;Krawczyk;333425436;4;13368;karta;Wolnosci;Kielce;2019-01-12
2018-12-26;lg108;lg;Franciszek;Krawczyk;435453073;4;26180;karta;Bohaterów;Poznan;2019-01-17
2018-12-12;lg300;lg;Franciszek;Krawczyk;435453073;1;3342;karta;Sienkiewicza;Katowice;2019-01-23
2018-12-15;lg228;lg;Grazyna;Krawczyk;370496031;5;38530;karta;Bohaterów;Poznan;2019-01-20
2018-12-30;lg312;lg;Ireneusz;Krawczyk;428748921;1;2692;karta;Sienkiewicza;Katowice;2019-01-30
2018-12-25;lg24;lg;Katarzyna;Krawczyk;427070267;1;5738;karta;Sienkiewicza;Poznan;2019-01-11
2018-12-27;lg216;lg;Katarzyna;Krawczyk;427070267;4;4576;karta;Wolnosci;Kielce;2019-01-23
2018-12-27;lg192;lg;Leopold;Krawczyk;700794012;3;4455;karta;Sienkiewicza;Poznan;2019-01-25
